X,Y,FID,solmutunnu,linjoja,lyhyt_nro,nimi_s,nimi_r,nousijat,nettiosoit,P_koord,I_koord
25.004974709047648,60.293666463034569,8429,4680258,1,V6858,Apilapuisto,Klöverparken,0,http://aikataulut.hsl.fi/pysakit/fi/4680258.html,6687355,2555757
24.965760791537054,60.312330853907625,8430,4530223,0,V5323,Tutkatie,Radarvägen,58,http://aikataulut.hsl.fi/pysakit/fi/4530223.html,6689402,2553558
24.96885455162338,60.270148505175378,8431,4500222,2,V5022,Rosendalinrinki,Rosendalsringen,19,http://aikataulut.hsl.fi/pysakit/fi/4500222.html,6684705,2553798
25.053023551862445,60.356700832783424,8432,4810220,3,V8120,Vierumäen koulu,Vierumäen koulu,37,http://aikataulut.hsl.fi/pysakit/fi/4810220.html,6694419,2558302
25.061777235033563,60.318312809598559,8433,4740223,1,V7423,Kytötie,Kyttlandsvägen,10,http://aikataulut.hsl.fi/pysakit/fi/4740223.html,6690150,2558854
25.005323010347926,60.294408823712978,8434,4680259,1,V6859,Apilapuisto,Klöverparken,1,http://aikataulut.hsl.fi/pysakit/fi/4680259.html,6687438,2555775
24.967953919399267,60.318580060450827,8435,4530224,4,V5324,Lentoasema T2,Airport T2,3,http://aikataulut.hsl.fi/pysakit/fi/4530224.html,6690100,2553669
25.061497643974896,60.319176754662386,8436,4740224,5,V7424,Kytökuja,Kyttlandsgränden,55,http://aikataulut.hsl.fi/pysakit/fi/4740224.html,6690246,2558837
25.063904393943307,60.359791794139213,8437,4810221,3,V8121,Sotkatie,Dykandsvägen,9,http://aikataulut.hsl.fi/pysakit/fi/4810221.html,6694773,2558897
25.000258631129562,60.306806930893067,8438,4680299,0,V6899,Tuusulantie,Tusbyvägen,2,http://aikataulut.hsl.fi/pysakit/fi/4680299.html,6688815,2555474
24.96801272275335,60.269176220854803,8439,4500223,0,V5023,Tammisto,Rosendal,31,http://aikataulut.hsl.fi/pysakit/fi/4500223.html,6684596,2553753
25.039227836575375,60.289794796161196,8440,4610224,0,V6124,Åvik,Åvik,41,http://aikataulut.hsl.fi/pysakit/fi/4610224.html,6686953,2557658
24.970708712549925,60.315669719670275,8441,4530225,0,V5325,Lentoasema T1,Airport T1,90,http://aikataulut.hsl.fi/pysakit/fi/4530225.html,6689778,2553826
25.077532799139028,60.314811134758983,8442,4740225,2,V7425,Vanha Myllypolku,Gamla Kvarnstigen,0,http://aikataulut.hsl.fi/pysakit/fi/4740225.html,6689774,2559731
25.060309636266496,60.359012639037957,8443,4810222,3,V8122,Kotkakuja,Örngränden,35,http://aikataulut.hsl.fi/pysakit/fi/4810222.html,6694683,2558700
